median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
577.2,6526,37.732329,-122.239647,2491,161,5.6,2.58,2.98,0,0.4,13.8,17.9,24.4,33.9,3.9,3.9,1.7,0,1.7,20.2,62.8,13,2.3,83.9,16.1,93,105.245
762,7074,37.742265,-122.248442,2670,125,6.3,2.74,2.69,0,0,17.6,66.4,14.9,0,0,0,1.1,0,2.1,14.8,40.5,35.6,7,87.6,12.4,132.354,152.379
571.1,4357,37.761732,-122.250698,2015,183,4.2,2.54,2.24,0,0,0,3.5,19,18.3,8.6,3.9,46.7,2.2,29.3,44.3,18.3,2.7,3.2,33.5,66.5,54.455,70.596
601.3,3183,37.760371,-122.258967,1534,101,4,2.16,2.4,1.1,1.5,0.9,0,26.3,44.8,11,2.1,12.3,0,23.4,54.2,11.6,7.6,3.1,33.6,66.4,64.784,81.277
431.3,3271,37.764047,-122.269128,1575,168,3.8,2.08,2.15,0,0,3,6.3,44.6,39.2,3.9,1.8,1.3,1.8,36.4,29.5,16.6,15.2,0.4,51.4,48.6,75.039,82.951
839.1,4119,37.784171,-122.294078,1490,315,5.4,3.24,2.6,49.1,10.9,10.6,5,0.5,19.8,1.7,0.5,1.9,6.5,4.3,21.6,34.1,30.9,2.6,40.3,59.7,67.321,102.16
684.5,2285,37.720897,-122.049457,910,20,6.9,2.51,2.01,0,1.5,2,5.6,44.5,32.6,8.4,5.4,0,0,0,16.8,22.2,53.2,7.8,90.8,9.2,127.344,137.432
637.4,6916,37.714765,-122.064495,2398,98,6.6,2.81,2.92,0,1,5,23.3,11.2,12.9,35.2,8.1,3.2,0,0.5,13.6,51.1,28.9,5.8,93.3,6.7,100.577,116.303
618.9,2046,37.715623,-122.09421,756,0,6.6,2.69,2.92,0,2.6,2.5,2,10.4,20.4,49.1,9.4,3.6,0,1.7,12.3,44.4,38.8,2.8,89.9,10.1,113.333,135.521
545.5,6049,37.701711,-122.105916,2134,206,5.1,2.66,2.67,1.5,0,4.2,3.7,10.3,27.5,30,18,4.7,3.2,2.5,45.1,38.8,7.4,2.9,62.2,37.8,65.75,79.627
587.3,5887,37.703598,-122.096691,2187,57,6.3,2.82,2.14,0,2.5,15.9,5,17.7,21.9,26.8,5.9,4.4,0.5,4.8,13.9,39.9,34.2,6.6,88.4,11.6,86.25,113.495
583.1,3814,37.706165,-122.082551,1380,91,5.8,2.85,2.36,0,2,4.8,10.7,4,13,34.4,26.9,4.2,0,1.8,22.9,52.2,14.7,8.4,74.9,25.1,101.09,104.916
490.9,5394,37.699006,-122.065672,2179,127,5.5,2.72,2.25,1.6,3.8,3.7,3,16.3,11.7,35.3,15.7,8.8,0.6,10.7,21.5,53.6,11.1,2.4,74.6,25.4,78.015,86.983
443.1,4681,37.698365,-122.083533,1866,52,4.1,2.31,2.42,0,2.1,3.6,5.7,25.7,30,19.2,8.5,5.2,2.7,22.3,60,13.2,1.1,0.6,18.4,81.6,51.65,65.844
376.6,5627,37.685328,-122.082131,2675,198,4.4,2.15,2.09,1.2,0,10.4,24,14.2,6.4,14.8,27.4,1.6,2.6,19,46.9,26.2,5,0.4,46.5,53.5,46.744,66.106
464,3770,37.7361,-122.147254,1408,68,5.6,2.84,2.3,1.4,0,0,0,6.8,7.9,8.6,16.5,58.8,3.6,9.4,34.2,44.7,7.2,0.9,82.4,17.6,93.22,100.372
453.3,4656,37.731435,-122.1668,1658,173,5.1,3.17,2.04,0.7,22.9,0,0.5,2.1,7.1,10,41,15.8,5.8,15.6,37.9,24.7,10.3,5.6,67.1,32.9,73.906,87.203
417.9,5814,37.707114,-122.182202,1806,95,5.1,3.44,3.46,1.8,0.6,0.3,8.2,5.3,23.5,32.2,25.6,2.5,0.6,8.7,28,50.1,10.4,2.2,45.1,54.9,58.807,69.723
451.7,4839,37.717452,-122.166407,1456,14,4.9,3.11,3.78,1,1.5,1.4,1.5,2.1,24.8,32.2,28.2,7.3,5.3,6.7,26.4,51.1,8.9,1.6,59.9,40.1,54.113,69.996
348.9,6842,37.722579,-122.153333,2865,122,4,2.2,2.23,1,1.5,3.1,6.2,20.8,23.9,14.2,14.9,14.2,6.4,29.2,46.4,15.7,1,1.2,27.2,72.8,43.916,52.58
509,2478,37.726866,-122.142899,1010,92,6.1,2.5,2.26,0,0,1.3,1.2,18.8,7.1,14.6,31.8,25.2,0,4.4,37.1,44.7,9.5,4.4,75.1,24.9,81.613,97.866
399.1,3832,37.715228,-122.135031,1397,172,5.4,2.6,3.5,0,0,0,6.4,2.6,6.7,28.6,53.7,2,0.9,1.5,45.7,41.9,9.5,0.5,81.1,18.9,71.271,82.01
453,3530,37.709804,-122.137937,1513,10,3.3,2.88,2.63,0.7,0,8.1,14.1,23.5,26.6,11.7,14.4,0.9,7.7,42.3,36.8,10.9,2.2,0,13.5,86.5,43.078,45.186
332.1,3760,37.715707,-122.146249,1776,123,3.5,1.63,2.18,2.9,0.7,6.9,15.3,31,22.9,8.7,9.5,2.3,11.1,36.8,35.5,14.1,1.7,0.8,35.9,64.1,54.772,70.893
428.4,6897,37.697187,-122.140737,2663,123,4.2,3.4,2.41,0,6.8,1,21,29.2,10,27.4,2.4,2.2,10.4,28.5,17.2,34.1,9.4,0.5,41.3,58.7,56.517,67.325
419.2,6305,37.687374,-122.168735,2276,21,5.6,2.61,4.3,2.6,4.4,26.2,11.3,25.3,21.4,2.5,6.3,0,0,2.7,30.5,33.6,25.7,7.6,80.7,19.3,76.473,82.137
431.3,4352,37.684411,-122.154919,1378,39,5.4,3.29,3.3,1.5,0,0.4,2.1,6.7,9.1,72.2,7.3,0.9,0,2.4,10.3,70,16.9,0.4,84.8,15.2,70.625,84.298
393.7,5978,37.685659,-122.144993,2065,62,4.8,2.85,2.71,0.3,6.1,2,10.7,12.8,11.9,42,10.9,3.3,1.2,21.2,27.8,43.1,6.2,0.5,53.2,46.8,53.937,67.468
332.3,3182,37.687061,-122.113763,1071,75,4.2,3.24,3.17,3.7,0.4,3.9,7.6,9.8,15.7,32.6,18.4,7.9,8.4,22.5,36.8,27.2,2.5,2.6,37.8,62.2,58.351,64.528
281.3,6599,37.69849,-122.112872,2357,281,4,2.67,3.15,2.7,4,3.2,16.5,22.1,23.4,11.8,14.3,2.1,2.8,24.9,51.1,16.9,4.2,0,31.3,68.7,44.106,50.639
305.6,4884,37.692714,-122.110802,1815,199,4.3,3.3,2.85,4,4.3,5.5,12.9,9.3,19.8,18,14,12.1,1.8,22,41.7,28.4,3.7,2.4,31.9,68.1,39.567,56.441
434.7,5216,37.632281,-122.048879,2102,269,4,2.99,2.76,0.8,5.8,18.9,23.3,21.6,19.5,5.9,1,3.4,0.6,26,49.4,15.7,3.5,4.9,28.8,71.2,55.975,67.402
508.4,4140,37.68501,-122.051839,1459,76,6.2,3.07,2.76,0.5,3.7,9.2,31,20.5,10.7,16.6,4.7,3.1,0.2,5.7,13.4,41.9,35.4,3.4,75.4,24.6,81.659,90.913
436.9,4479,37.68099,-122.065219,1770,164,4.2,3.2,2.55,2.5,2.6,10.3,14.4,13.5,9.4,29.5,9.7,8.1,0,21.3,46.4,19.9,9.7,2.8,37.9,62.1,52.444,58.38
315.4,4503,37.673716,-122.082822,2135,328,3.7,2.31,2.01,1.4,9,14.7,20.2,10.5,8,13,7,16.3,9.4,31.6,37.8,18.2,2.3,0.8,30.7,69.3,48.873,64.247
335.6,3725,37.680417,-122.092731,1487,242,4,3.88,1.98,0.6,0,3.4,15.4,10.2,23.5,20.2,15.5,11.4,4.7,34,37,21,2.8,0.6,31.8,68.2,45.241,53.805
321.8,4902,37.674612,-122.102084,1649,67,4.1,3.42,3.05,5.7,6.9,8.1,18.2,8.7,6.8,19,15.3,11.3,0.8,9.8,74.8,11.9,2.7,0,30.3,69.7,47.63,57.673
361.5,4594,37.680214,-122.117376,1535,128,5.1,2.98,3.32,2.7,0,3.5,11.3,4.4,5.9,54.1,15.3,2.9,1.2,8.9,22.7,56.9,8.9,1.2,70.6,29.4,72.688,79.366
387,5382,37.679065,-122.129811,1646,46,5.7,3.33,3.91,1.8,1.8,6.9,2.4,0.9,0.5,7.2,73.8,4.8,0,1,6.8,73.5,16.8,1.9,77.1,22.9,75.309,79.121
436,5073,37.674658,-122.144092,1666,0,5.8,2.95,4.4,0,0,3.5,4.7,7,5.8,68.6,9.8,0.5,0,0,9.5,70.9,17.5,2,83.6,16.4,68.882,81.325
397.7,4557,37.668865,-122.136954,1446,59,5.8,3.29,3.74,0.6,0.6,0.3,0.8,2.2,4.6,71.7,16.7,2.6,0,0,8.1,83.3,6.2,2.4,78.7,21.3,74.228,79.464
383.6,5261,37.672135,-122.123032,1782,0,5.1,3.41,2.28,0.6,3.8,5.2,3.2,14.6,10.8,36.7,25.1,0,2.6,17.6,15.5,56.5,6.6,1.2,54.7,45.3,63.438,67.693
371.8,7129,37.667098,-122.090944,2177,135,4.3,3.28,3.3,10.7,13.2,5.2,4.3,9.7,8.8,20.6,18.2,9.3,1.3,14.1,50.9,29.9,2.5,1.1,31.1,68.9,53.776,64.589
403,7042,37.671564,-122.06618,3141,404,4.9,2.79,2.7,0.8,2.3,2.6,8.1,26.6,15.5,23.7,13.9,6.5,6.8,11.9,34.6,35.7,10.3,0.7,54.4,45.6,70.655,90.185
397.8,4583,37.659356,-122.070903,1806,125,3.8,3.22,2.41,1.2,3,2.1,8.7,42.5,12.6,21.7,4.9,3.2,4.8,37,36.1,18.2,1.5,2.4,25.8,74.2,51.523,62.266
317.1,6091,37.656859,-122.078889,1940,101,4.6,3.64,3.42,0,3.3,0.8,7.1,13.1,17.7,38.7,9.9,9.4,1.4,11.3,43.2,40.7,3,0.4,39.8,60.2,49.105,55.274
404.6,4571,37.651302,-122.084816,1697,80,3.9,4.73,2.42,2.2,5.6,10.1,29,22.8,11.2,18.2,0.8,0,3.2,36.8,33.9,11,13.6,1.5,27.4,72.6,52.854,59.693
356.1,3473,37.645359,-122.100411,1272,161,5,2.42,2.67,1.8,0.9,5.4,24.3,10.7,13,41.2,2.1,0.6,0,17.5,22.2,53.9,6.4,0,75.6,24.4,68.092,80.765
453.1,6448,37.621268,-122.103768,1902,108,5.7,3.21,4.63,7.8,22.2,3,4.2,32.1,3,24.7,2.9,0,0,0,18.8,41.8,25,14.4,95.5,4.5,92.849,108.787
321.7,4251,37.628586,-122.09914,1465,0,4.7,3.92,2.73,5.2,6.3,0,1.3,46.6,13.6,24,0,3,1.7,17.5,25.3,48,7.6,0,55.4,44.6,65.493,71.132
403.8,6755,37.642646,-122.11198,2338,209,5,2.9,2.94,7.1,3.2,17.3,26.8,16.9,14,12.4,0,2.2,1.1,11.5,37,31.4,14.9,4.1,60.1,39.9,60.631,72.857
367.9,3408,37.642549,-122.087027,943,77,5.8,3.91,4.19,0,0,0,1.5,0.7,2.5,87.7,7.5,0,0,0.7,4.5,79.7,13.8,1.3,75.1,24.9,69.375,85.68
364.8,4528,37.643779,-122.080105,1198,64,4.2,3.42,3.72,0,0,8.2,16.1,25.7,21.8,20.3,5.8,2.2,0,15.7,48.4,35.9,0,0,26.8,73.2,47.361,50.333
438.4,3217,37.63569,-122.080097,935,29,5,3.68,4,0,0,3.5,6.2,30.5,12.4,42.2,3.3,1.8,0,9.5,27.4,55.9,4.5,2.7,56.6,43.4,61.865,67.921
364.3,3649,37.634584,-122.06982000000001,1103,154,4.2,4.11,3.84,2.2,0,3.7,13.3,13.7,20.8,33.6,5.1,7.6,1.5,13.2,51.4,29.8,4,0,22.9,77.1,49.196,60.466
371.4,4621,37.643431,-122.068669,1414,140,5.5,3.24,3.9,1.5,11.8,6.9,17.8,20.2,3.3,35,2.6,0.9,0,4.5,16.3,50.5,24.1,4.6,76.6,23.4,77.738,90.286
415.2,2338,37.641772,-122.060147,722,36,4.2,4.56,2.92,2.8,3.5,6,2.4,23.5,28.1,23.3,8.2,2.4,7.8,25.1,25.6,40.7,0,0.8,37.8,62.2,49.135,58.548
466.9,3283,37.617845,-122.029865,1118,127,5.3,2.7,2.77,0,2.1,0,8.5,17.3,10.1,60.7,1.3,0,0,4,24.7,57.4,11.6,2.2,68.9,31.1,69.258,89.05
374.8,7675,37.616828,-122.037345,2177,39,5.4,3.55,3.63,3.5,4.1,15.3,1.5,10,3.3,58.1,2.3,1.9,1.9,3.5,8.8,59.2,22.5,4.1,80.6,19.4,85.776,96.116
262.9,4540,37.626305,-122.076544,1235,110,5.5,4,3.67,5.3,4.7,4.5,1.6,27.2,14.4,38.1,2.8,1.4,0.6,2.7,20.1,65.4,11.2,0,82.3,17.7,61.314,72.189
421.5,3920,37.625168,-122.068104,1330,50,5.5,3.42,2.95,9.3,10.6,18.9,25.3,15,9.2,11.7,0,0,5.3,1.7,28.5,32.8,28.3,3.4,81.7,18.3,74.924,90.454
165.3,5368,37.627421,-122.059399,1892,124,5.1,3.16,4.21,4,8,8.1,23.3,32.9,8.4,14.9,0,0.5,2.8,5,43,35.6,11.5,2.1,88.9,11.1,66.111,77.618
350.8,3731,37.628139,-122.088435,952,60,5.2,3.89,5.74,0,0,0.6,0.6,12.1,4.7,70.9,11,0,1.4,4.6,6,79.7,6.9,1.4,78.3,21.7,75.984,86.715
326.7,2331,37.621384,-122.083168,735,11,5.4,2.79,5.03,1.4,1.4,6,3.7,26.4,51.4,8.4,0,1.4,2.3,3.9,8.6,59.5,21.8,3.9,89.5,10.5,73.375,78.808
359.3,2310,37.595947,-122.001607,888,110,4.5,3.11,2.42,6.8,1.9,2.7,28.9,38,12.2,0.9,1,7.7,3,12.6,44.9,14.8,13.4,11.3,54.9,45.1,73.1,79.312
427.4,5989,37.600154,-122.022415,1521,58,5.2,3.65,3.91,4.9,3.6,2.8,1.9,26.1,26,22.3,2.7,9.7,1.1,7,35.4,39.4,14.5,2.6,50.1,49.9,50.232,58.441
529.3,7312,37.602857,-122.047828,2286,175,5.7,3.22,3.36,7,0.5,14.3,4.2,45.8,20.4,7.1,0,0.7,0,10.4,22.8,40.3,21.6,4.9,72.1,27.9,66.408,77.295
517.7,3883,37.577352,-122.074549,1083,41,6.2,3.38,5.16,0.8,1.8,3.8,6.9,77.7,7.1,0,0.9,0.8,2.5,0,8.2,38.8,42.5,8,76.3,23.7,93.333,105.355
390,3841,37.584964,-122.068313,1113,129,5.5,3.93,3.8,4.4,2.5,0.6,6.9,77.4,4.6,1.3,1.3,1.1,0,0,26.2,47,21.5,5.3,79.5,20.5,86.818,100.871
504.6,5883,37.589678,-122.02769,2111,151,5.2,3.39,2.51,3.5,8.3,11.8,14.3,34.9,18.3,6.6,0.6,1.7,6,23.3,16.2,35.4,14,5.1,58.4,41.6,68.377,80.952
504.5,3205,37.594544,-122.078574,969,136,4.8,3.81,3.8,3.2,3.9,14.9,18.3,43.4,3.8,4.4,0.7,7.3,0.8,12.5,34.9,29.2,19,3.6,47.5,52.5,73.713,82.358
763.6,3310,37.583797,-122.083299,919,35,7.3,3.72,4.14,0,3.6,88.5,0.5,3.4,0.5,0,3.5,0,0,3.4,3.5,19.7,45.2,28.3,87.4,12.6,163.125,164.506
504.2,4016,37.593398,-122.065065,1149,54,6.4,4.06,4.31,0,0,0,3.9,67.8,22.3,4.5,0.7,0.8,0.9,2.1,10,37.2,47.3,2.5,88.6,11.4,99.761,100.812
472.8,4459,37.582281,-122.018969,1560,66,5.1,3.09,3.32,0,0,4.9,6.7,63.5,23.1,1.8,0,0,0,11,35.8,35.2,17.9,0,59.6,40.4,71,76.585
636.1,4308,37.577586,-121.968635,1696,165,6,3.11,1.8,4.8,5,4.8,15.3,21.5,16.9,21.5,2.9,7.4,4.3,5,20.2,37.7,23.5,9.3,73.9,26.1,101.597,110.619
640,6816,37.579125,-121.991678,2656,212,5.5,3.08,2.53,0.7,4.1,14.7,13.9,21.8,17.1,14.8,3.3,9.6,0.5,19.8,18,36.5,21.2,4,62.4,37.6,91.491,105.623
722.4,3179,37.569161,-122.004813,1232,106,4.8,3.27,2.23,1,10.6,8.4,48.5,27.1,2.3,2,0,0,1.3,19.9,34.9,12.2,23.6,8.1,54.4,45.6,116.768,139.456
612.7,5553,37.569256,-122.019216,1913,151,6.1,3.15,2.6,0,0,1.7,6.6,60.6,24,5.7,0,1.3,0.5,10.9,8.2,42.1,37.5,0.8,70.7,29.3,100.417,109.108
561.5,6931,37.573508,-122.037398,2481,101,5.2,2.78,2.37,0.6,0,9.9,17.6,62.8,6.4,0.6,1.4,0.7,0,20.2,19.4,35.5,21.6,3.4,70.8,29.2,78.75,96.694
661.4,5233,37.582266,-122.040375,1762,123,6.1,3.16,2.83,1.9,1.3,10.5,40,38.4,6.2,1,0,0.7,0,6.1,17.1,25.7,46.5,4.7,79.2,20.8,94.375,119.859
616.2,5389,37.520638,-121.999414,1738,109,5.8,2.95,2.32,24.3,10.3,30.6,25.6,8.4,0,0,0.7,0,0,5.9,25,43.8,23.5,1.8,82.3,17.7,129.083,138.492
617.6,5869,37.572116,-122.051936,1882,60,6.2,3.22,3.72,0,1.2,4,61.6,27.2,3.5,1.9,0,0.6,0.6,0.7,12.5,38.2,45.6,2.3,79.4,20.6,118.125,121.436
575.3,4980,37.584831,-122.057448,1507,12,6.1,3.34,3.97,0,0,4.8,17.1,59.2,16.3,2.7,0,0,0.9,0,14,45.5,35.1,4.6,78.7,21.3,89.036,107.825
536.6,4077,37.564604,-122.046985,1436,0,4.4,2.52,2.81,0,0.8,6,69.4,18.7,3.6,1.5,0,0,0,5.8,57,24.2,13,0,56.1,43.9,115.246,109.974
656.8,4010,37.562519,-122.054408,1387,35,5.2,3.14,2.83,5.6,0,21.9,45.1,20,6,1.4,0,0,4,7.9,33.3,26.3,24.4,4,57,43,135.6,130.851
543,4561,37.563324,-122.029849,1490,47,6,3.21,3.71,0,0,7,2.4,27.1,45.5,14.2,3.8,0,0,0.6,9.7,60.8,26.4,2.4,75.3,24.7,85.243,95.682
456.2,6802,37.557474,-122.02165,2373,149,5.1,3.24,3.14,2.5,3.2,1.6,3,42.1,18.8,25.9,1.6,1.1,0,20.1,19.7,41.9,16.1,2.1,59.4,40.6,81.538,91.481
429.2,7436,37.553768,-122.011264,2782,355,4.4,2.78,2.68,10.6,4.3,10.9,23.7,27.2,8.6,13.8,0,0.8,1.7,16.8,44.4,30.1,6.3,0.7,66.5,33.5,72.909,94.466
554.7,6786,37.559156,-121.99258,2449,52,5,2.85,2.95,2.8,1.2,1.5,11.3,46.5,24.8,7.3,2.4,2.2,0,14,37.3,27.8,20.6,0.4,61.9,38.1,77.875,95.096
462.7,3663,37.542458,-121.968864,1329,124,4.5,3.98,2.84,0,11.8,36.9,8.8,12.4,9.4,19,1.7,0,0,17.8,31.9,37.9,10.2,2.1,28.4,71.6,95.775,102.75
373.3,5605,37.552176,-121.988007,2216,387,3.2,2.06,2.44,0,3.2,7.6,22.5,50.6,9.7,5.5,0,1,5.2,49.7,40.7,3.2,1.2,0,7.1,92.9,64.583,75.41
325.7,6159,37.556906,-121.969466,2930,291,3.5,2.13,2.18,0,16.9,37.2,31.4,11.6,0,2.8,0,0,1,42.2,54.1,2.8,0,0,22.7,77.3,104.634,120.563
426.9,4080,37.540775,-121.978293,1490,135,4,2.73,2.55,0,1.1,0,21.3,49.1,22.3,1.3,1.3,3.5,8.1,23.4,45.1,19.1,4.4,0,22.7,77.3,65.341,75.2
499.1,4103,37.544784,-121.976145,1789,246,3.7,1.97,2.44,0,5.1,32,16.1,39.2,4.8,2.4,0,0.5,3.9,34.9,45.8,15.4,0,0,31.3,68.7,71.273,87.017
875.2,5166,37.547219,-121.950169,1726,94,6.7,3.08,3.57,0.8,4,3.4,8.8,39,42.9,0.6,0,0.5,1.2,3.9,14.5,26.8,44,9.6,86.2,13.8,155.5,152.477
899,6875,37.537527,-121.942076,2238,139,6.7,3.03,3.24,2.8,2.7,0,10.3,17.2,38.7,25.3,2.1,0.8,0,0.6,8.9,44.5,36.7,9.2,76.8,23.2,124.32,138.767
567.1,4388,37.528089,-121.960033,1520,133,5.4,3.21,3.06,0,3.2,2.6,7.4,16.1,15.3,47.9,2.4,5.1,0,16.2,17.9,55.9,7.1,2.9,61.3,38.7,75.495,82.394
478.9,4788,37.536124,-121.961412,1908,148,4.1,3.07,2.67,15.7,3.1,5.7,27.7,30.7,10.3,3.6,3,0.3,3.6,26.2,35.8,31.1,3.2,0,29.4,70.6,55.116,78.273
521.7,6253,37.531986,-121.974035,1984,103,5.7,3.75,4.02,2.1,0,1.4,5.4,19.9,40.2,29.1,1.5,0.5,0,9.3,10.9,45.2,31.4,3.2,74.8,25.2,87.813,101.953
507.6,7371,37.537437,-121.986796,2300,195,5.4,3.24,3.35,0,0,2.2,7.5,28.3,47.6,11.1,2.6,0.8,0.6,12.7,18.1,47.4,17.7,3.5,54.4,45.6,79.526,83.866
632.9,3844,37.543725,-121.99737,1315,41,6,2.88,2.66,0,3.5,4.9,4.3,21.7,32.5,29.9,1.1,2.1,0,11.9,5.5,57.3,21.4,3.9,66.3,33.7,80.521,98.49
633,2873,37.537368,-122.007806,1092,27,6,2.74,2.33,0,0,0,5.7,24.5,45.3,21.7,1.7,1,0,7.6,19,45.3,25.9,2.1,79.7,20.3,103.558,108.751
484.7,2816,37.528541,-121.991923,971,121,5.6,3.15,3.44,0,0,0,0,35.8,58.8,3.5,0,1.9,0,0,29.9,47.7,20,2.5,69.1,30.9,69.375,83.498
570.9,7194,37.518372,-121.973914,2338,226,5.8,3.27,3.63,0.3,1.3,8.9,5.3,13.2,57.1,5,7.1,1.9,0,6,19.6,39.6,29.5,5.3,70.8,29.2,80.926,93.707
465.7,2917,37.519068,-121.951827,842,33,5.7,4.17,4.54,0,0,4.2,0,21.7,22.3,50.5,0,1.3,0,1,2.1,78,17.9,1,83.4,16.6,91.932,92.414
509.4,5918,37.516438,-121.960506,1845,73,5.5,2.95,3.58,1.2,3.1,2.8,9.8,36.7,17.3,26.7,0.9,1.5,0,0.5,21.1,61.8,16.6,0,78.3,21.7,91.25,95.396
905.5,4611,37.507335,-121.927245,1512,49,7.2,3.54,4.62,1.5,2.8,6.5,28,42.9,16.2,1.2,0,0.9,0,0,3.4,21.1,56,19.6,87.6,12.4,138.239,169.486
755.4,4074,37.470574,-121.913353,1274,34,6.8,3.22,3.49,1.2,3.8,8.7,19.9,36.3,26.4,2.3,0,1.4,0,0,4.6,35.4,57.5,2.5,91.3,8.7,131.875,149.581
350.5,3142,37.489265,-121.924551,1287,41,4.2,2.54,2.92,0,0,1.9,50.3,32.9,13.8,1,0,0,0,13.9,49.1,32.3,2.3,2.4,49.3,50.7,83.143,94.454
607.3,7280,37.550387,-122.03473,2556,126,6.2,3.01,2.59,0,1.1,6.1,5.6,31.1,37.6,14.5,2.7,1.2,0,8.1,3.6,45.5,37.7,5.1,84.6,15.4,82.5,85.62
463.4,6499,37.542016,-122.045557,2017,64,5.7,3.1,3.68,1.2,0.4,0,14.7,30.9,36.5,15.1,1,0,0.7,1.2,17.5,55.8,21.3,3.5,80.6,19.4,81.047,89.359
528.3,3855,37.53594,-122.053685,1192,32,6,3.43,3.08,0,1.3,12.2,7.3,43.5,29.9,3.5,0,2.2,0,7.6,14.8,39.5,34.5,3.5,76.6,23.4,92.563,107.993
519.9,4354,37.526727,-122.045271,1309,42,5.2,4.18,3.41,0,2.1,11.2,3.5,42.7,24.2,7,2.8,6.5,0,4.7,38.7,26,22.2,8.5,51.9,48.1,69.875,90.937
439.8,5114,37.536305,-122.035195,1534,155,5,4.02,2.51,0,1.9,2.9,11.4,25.9,16.8,28.6,3.3,9.3,0,6.1,33.1,46.8,13.5,0.5,69.4,30.6,73.423,82.316
455.9,6696,37.534093,-122.028417,2070,178,5,3.55,3.13,4.8,10.8,11.2,17.7,23.5,15.8,13.6,1.7,0.9,1,14.6,27.3,34.4,15.7,6.9,54.6,45.4,74.141,83.087
421.8,4014,37.518819,-121.998672,1613,95,4.6,2.62,2.65,0,0,21.7,55.4,21,0.6,0,0,1.4,0.8,11,41.5,36.9,8.9,0.9,70.9,29.1,106.604,107.66
567,4349,37.706707,-121.885743,1722,119,4.4,2.96,2.18,20.7,45.6,27.5,1.9,3.4,0,0,0,0.8,0.4,34.3,28.3,20.2,13.8,3,29.9,70.1,108.125,113.588
760.9,9434,37.716635,-121.885933,1309,55,6.4,3.51,2.44,19.3,41.9,37.1,0,0,0.5,1.2,0,0,0,12.6,19.3,24.1,32.1,11.8,67.2,32.8,131.795,146.724
512.3,4067,37.721142,-121.914653,2294,256,4.3,2.41,2.03,2.1,3.1,31.2,45.7,12.8,1.3,3.2,0,0.6,2.1,26.3,47.5,17.8,5.8,0.5,29.9,70.1,85.592,88.709
553.5,4551,37.714113,-121.920255,1606,86,5.9,2.93,2.35,0.2,18.1,4.6,6.6,9.4,57,3.7,0,0.4,0,9.5,9.2,45.6,31.8,4,71.3,28.8,104.063,106.048
588.2,3129,37.706403,-121.941764,1223,52,5.4,2.87,2.33,1.4,1.5,9.9,38.3,15.6,31.2,2.2,0,0,0,6.8,34.7,23.4,24.7,10.5,72.9,27.1,112.614,112.061
769.3,4185,37.710144,-121.95155,1487,16,7.7,3.33,2.17,3.4,5.5,24.1,56.2,3.3,6.5,1.1,0,0,0,0,9,27.1,47,16.9,95.2,4.8,149.18,165.969
763.8,8722,37.673284,-121.91457,3359,149,6,2.86,2.33,6,7.5,16,28.7,22.7,17.7,1,0.5,0,0.7,11.6,25.1,23,27.4,12.3,66.6,33.4,131.282,150.931
615.8,4657,37.682446,-121.908145,1472,55,6.5,3.13,4.72,0,0.5,0.6,1.7,48.9,45,3.2,0,0,0,0.5,1.9,45.9,50.1,1.6,88.9,11.1,127.27,135.221
832.1,4796,37.681135,-121.884142,1651,29,7.1,2.89,2.54,0,0,0.5,29.2,39.7,27.6,1.6,0,1.4,0,11.5,7.3,21.8,53.2,6.2,78.1,21.9,130.938,138.407
873.5,5251,37.657743,-121.883001,2128,101,4,2.92,2.05,5.1,20,21.6,29.2,3,2.7,6.6,2.2,9.6,4.7,30.5,38.2,11.8,11.4,3.3,28.9,71.1,77.038,109.77
815.7,4768,37.660219,-121.865232,1736,61,5.5,2.76,2.61,5,1,4.1,23.5,20,24.2,13.1,6.2,2.9,1.6,11.3,24.7,36.2,19.9,6.4,56.4,43.6,98.304,133.075
503.5,4734,37.692046,-121.884479,2216,129,4.1,2.49,2.65,0.4,3.8,46.3,26.7,16.5,2.4,1.5,0,2.3,0,28.6,42.3,21.9,5.9,1.3,31.5,68.5,93.347,104.95
671,4831,37.696329,-121.867036,1480,16,7.2,3,3.77,0,0.3,15,38.1,33.4,13.2,0,0,0,0,0,7.4,27.8,53.5,11.2,92.9,7.1,117.821,158.741
647.1,3152,37.673698,-121.86979,1148,57,5.7,2.82,2.55,0,0,20.1,24,17.2,19.4,13.4,2,3.8,0,8.5,17.8,49.1,23.6,1,74.9,25.1,121.406,114.858
401.7,3618,37.707005,-121.863099,1553,96,3.8,2.08,2.08,45.2,49.3,3.4,0,0,0.4,0.9,0.8,0,3.4,22.5,52.2,20.6,0,1.3,53.4,46.6,89.875,97.734
820.8,2115,37.714489,-121.864027,611,35,7,2.77,3.5,44.2,37.8,2.3,0,0,0,15.7,0,0,2.1,0,8.3,30.8,30.8,28,91.7,8.3,172.292,189.096
866.3,5262,37.721597,-121.856274,1485,80,7.8,3.64,2.84,15.4,70,10.7,3.3,0,0,0.7,0,0,0.7,0.5,11.9,16,26.7,44.2,90,10,156.25,182.484
